id,subject,speaker,thought,link
469,Venti,Diona,"Venti? I'm not familiar with him... He's a bard? Oh, he must be that guy who sings tunes to entertain the drunkards. Well, then I don't like him, no no no...",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
470,Venti,Eula,"I heard that bard sing a few songs about the Lawrence Clan...  They were lighthearted and funny stories that mocked the clan in a way I've never heard anyone else do. Even I couldn't help but burst out laughing... And for this, he must pay!",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
471,Venti,Keqing,"About the Anemo Archon  Since Rex Lapis left us, the question of Liyue's future has been on my mind constantly. In addition to reviewing his own past deeds, I've been researching the other archons' modes of governance, too. Mondstadt's god is the one who baffles me the most though — how exactly do any of his actions contribute to the longevity of Mondstadt? It's completely beyond me.",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
472,Venti,Mona,"Venti? The bard that sits around doing nothing all day? What's so interesting about him? Sure, I guess I can take a look... Huh, that's weird, the scryglass, it's... I can't see a thing... this wind... i can't... open my eyes! No, my hat! Ah! My clothes, stop! The wind's going to strip all my clothes off! Make it stop, make it stop! ... Alright! I'll never do this again!",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
473,Venti,Neuvillette,"About Anemo Archon  I shall fulfill my vow to judge all of The Seven in turn, even if the sky should fall and the ground give way. As the recipient of the Authority of Anemo, the God of Breeze and Hope must also stand trial....Hmm? He spends most of his time being a harmless drunkard? Well, even so, I must meet him for myself and proceed from there.",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
474,Venti,Razor,"Razor doesn't know poems, but... Lupical likes them.",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
475,Venti,Rosaria,There's something extremely interesting about this bard... I can't quite put my finger on it. There's something that makes him different from the others in Mondstadt.,https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
476,Venti,Xiao,Venti? So that's the name he goes by. His tunes are... forget it.,https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
477,Venti,Zhongli,"sniff' Tsk... It reeks of wine. That bard has just been through here, hasn't he? That drunkard is a disgrace to the arts. Oh... Has he tricked you into getting drunk? You're slurring a little. Wait a moment, I'll brew a pot of sobering tea. It'll be ready in only six hours, so just wait a moment.",https://game8.co/games/Genshin-Impact/archives/Venti-Best-Builds
478,Wanderer,None,None,https://game8.co/games/Genshin-Impact/archives/309656
479,Wriothesley,Charlotte,"So... Did you get to meet the Duke in person? Yeah? Any nuggets of information that I should know about? Never mind the Credit Coupons, the Coupon Cafeteria, ""If a man will not work, he shall not eat""... That's all just generic filler. I'm talking about personal anecdotes about the man of Meropide himself... What do you mean, ""confidentiality""? Aw, not you, too! We had a deal! That does it - remember that gigantic feast I treated you to? I want my money back! Get your butts back to prison and do your time, you swindlers, you!",https://game8.co/games/Genshin-Impact/archives/Wriothesley-Best-Builds
480,Wriothesley,Chevreuse,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Chevreuse,https://game8.co/games/Genshin-Impact/archives/Wriothesley-Best-Builds
481,Wriothesley,Furina,"I haven't communicated with him much, but Neuvillette claims he's trustworthy, so I suppose he must be a good person. Oh, come to think of it, I've received some tea from Wriothesley before and it was exquisite!",https://game8.co/games/Genshin-Impact/archives/Wriothesley-Best-Builds
482,Wriothesley,Navia,"Trying to discuss anything with that guy is an exhausting process. Clorinde says I needn't have any reservations about collaborating with him in the scope of our preexisting agreement, but I still shouldn't trust everything that comes out of his mouth. No wonder my father never tried to get involved with the affairs of the fortress... I think I'll play it safe and keep things that way.",https://game8.co/games/Genshin-Impact/archives/Wriothesley-Best-Builds
483,Wriothesley,Neuvillette,"Wriothesley is a trustworthy man. I fought hard for the title and reputation he now has. I expect you to think that I've simply been duped by his flattery and appearance of loyalty... But to that, I would quote the Inazuman proverb: ""The words unspoken are the flower."" Which means, some things are best left unsaid.",https://game8.co/games/Genshin-Impact/archives/Wriothesley-Best-Builds
484,Xiangling,Beidou,"Culinary Skills: When we're out on the open ocean, the one thing we do all miss is Xiangling's cooking. When spirits are low, just thinking of her fried jueyun chili, bursting with flavor... It gives everyone just that little extra kick. Food Tasting: Xiangling huh? She sometimes uses some... interesting ingredients in her dishes to bring about some, ah... intriguing flavors. Though... there's no way she can improve without having someone to taste-test - a role that I am more than happy to fill. .",https://game8.co/games/Genshin-Impact/archives/297530
485,Xiangling,Chongyun,"Xiangling's cooking is universally praised, but I personally don't touch any of her spicy dishes. Why? Oh, you know — just, uh... personal preference, that's all. I mean, come on, Mushroom Slime Stew... Does that sound appetizing to you?",https://game8.co/games/Genshin-Impact/archives/297530
486,Xiangling,Diona,"Xiangling once gave me a ""so-awful-it-goes-with-nothing"" food combination she came up with, saying how it tasted absolutely terrible, blah blah blah... It didn't work, no use at all. All my little cat ears heard that night was ""One more cup of that good stuff!"" 'sigh'<",https://game8.co/games/Genshin-Impact/archives/297530
487,Xiangling,Gaming,"Pretty much everything Chef Xiangling cooks is a winner, but my favorite has to be her Black-Back Perch Stew. I always try to rinse off the molten lava sauce before each bite, but I'm still like ""ss, ah, ss, ah"" trying to cool my mouth down, hahaha! Worth every bite though, and they do generous portions - you can see why it's Wanmin's signature dish. I'll be back for my next fix soon!",https://game8.co/games/Genshin-Impact/archives/297530
488,Xiangling,Ganyu,"Xiangling is a celebrity! Um, but... I try to avoid her restaurant. Just... because. No reason. ...Okay, fine. It's not a big secret anyway. It's because you can smell her cooking all the way from the other end of the street. And once you get a whiff, I mean, that's it. You're gone. Next thing you know, you're ordering your second, maybe third round... You just can't control it. Even though I only eat the vegetarian dishes, I don't know what it is. But that is not a road I want to go down again... Not after...",https://game8.co/games/Genshin-Impact/archives/297530
489,Xiangling,Hu Tao,"Xiangling's a riot! Only a little ''boo'' and she jumps, she's so easy to scare! Being in the industry that I am, I just love these kinds of people the most. Gotta keep it in check, though, in case Guoba ends up toasting me instead.",https://game8.co/games/Genshin-Impact/archives/297530
490,Xiangling,Keqing,"Yeah, the up-and-coming chef from Wanmin Restaurant... I get that she's gifted and everything, I just think her cooking can be a bit hit-or-miss. I was all ready to hire her for a small banquet once, and give her full control over the menu... but the amount of lizard and slime in her sample dishes quickly turned me off that idea!",https://game8.co/games/Genshin-Impact/archives/297530
491,Xiangling,Ningguang,"That girl from Wanmin Restaurant... Her suspicion towards me is always written all over her face... Hehe, I wonder what face she would make if only she knew how much I helped finance that restaurant...",https://game8.co/games/Genshin-Impact/archives/297530
492,Xiangling,Xianyun,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Xianyun,https://game8.co/games/Genshin-Impact/archives/297530
493,Xiangling,Xingqiu,"When you first spot Xiangling out and about, the first thing you should do is check the look on her face. Especially when she's just coming back from collecting new ingredients — the more excited she looks, the more dangerous it is to approach. Because if she sees you, she'll force you to taste-test her latest concoction... I usually get Chongyun to handle these situations, hehe...",https://game8.co/games/Genshin-Impact/archives/297530
494,Xiangling,Xinyan,"I have dinner at the Wanmin Restaurant often. If Xiangling's got some time one her hands, we'll chat till it's real late. Eh? You wanna know what I order? See... I actually eat everything she makes. It's never the same thing, and the flavor's different each time, too. Ooh, she's the rock star of the culinary world, he is!",https://game8.co/games/Genshin-Impact/archives/297530
495,Xiangling,Yaoyao,"Xiangling hasn't been, um... looking for strange ingredients lately, has she? She gave me a real fright last time. She said she was about to try some raw octopus from the Sea of Clouds. One of these days, she'll give herself an upset stomach — then what's she gonna do? 'Cause she definitely doesn't like taking Dr. Baizhu's medicine... Anyway, I got Master to try and talk some sense into her, too. Who knows what dangerous thing she'll be trying to eat next... *sigh*",https://game8.co/games/Genshin-Impact/archives/297530
496,Xiangling,Yelan,"Ah, Xiangling, the lovely little chef. Her ingredients are always top quality, easily as good as Liuli Pavilion and Xinyue Kiosk. Sometimes I go to her for dried Jueyun Chilis... She doesn't seem to understand why I eat them in the way that I do, and I don't feel like trying to explain it to her, either. It's just a family tradition.",https://game8.co/games/Genshin-Impact/archives/297530
497,Xianyun,Gaming,"Aunty Xianyun always has my back. Once, she saw that my Wushou head was looking a little worse for wear, and instantly said she could make, like, ten more for me, all twice my size. She was pretty insistent - it took me forever to talk her down to just remodeling the one I already had... And boy, is this an improvement! It looks way more impressive, it's much lighter, and the lion blanket constantly rustles in the air like there's an adeptal wind making it dance. I couldn't be happier with it!",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
498,Xianyun,Ganyu,"Cloud Retainer... Oh, I mean, Ms. Xianyun—we went shopping together a while back, but we ended up stopping at every single stall, and she wanted to inspect every item they sold before we could leave. When we finally remembered to get something to eat, it was already dark out. It really reminded me of the time I used to spend training in the mountains with her... Back then, time also seemed to pass in the blink of an eye...",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
499,Xianyun,Ningguang,"I plan to have Lady Xianyun over for a casual conversation over tea in a few days. I happen to have in my possession a number of mechanical devices, and I would be most interested to hear her insights on their design and use. It would also be a fine opportunity to hear about her experiences as an Adeptus adapting a new life in Liyue Harbor. All I require now is a suitable candidate to deliver the invitation to her on my behalf... Would you be interested, Traveler?",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
500,Xianyun,Shenhe,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with ShenheComplete ""Xianyun Story Quest""",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
501,Xianyun,Yaoyao,"Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with YaoyaoComplete ""Xianyun Story Quest""",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
502,Xianyun,Zhongli,"I hear many merchants of Liyue tell tales of a Ms. Xianyun. By most accounts, she appears proud and taciturn upon first glance, yet in conversation, people find her to be forthright and fair-minded, and they are pleased to make acquaintance. I am glad to hear this. But... I have also heard a great many accounts lauding her readiness to part with large sums of Mora...",https://game8.co/games/Genshin-Impact/archives/Xianyun-Best-Builds
503,Xiao,None,None,https://game8.co/games/Genshin-Impact/archives/297527
504,Xingqiu,Albedo,"Oh, Xingqiu? I find his written works quite interesting. The Yae Publishing House in Inazuma has been asking that I cooperate with a different author for greater royalties. Hmph, do I seem the type to be swayed by a few extra Mora?",https://game8.co/games/Genshin-Impact/archives/297531
505,Xingqiu,Chongyun,"I do admire Xingqiu for his devotion to chivalry and his martial arts proficiency. However - I must warn you that he definitely has a mean side, too. If you find that you fall foul of any of his antics, come to me and we'll form a ""Victims of Xinggiu"" alliance. There is strength in numbers.",https://game8.co/games/Genshin-Impact/archives/297531
506,Xingqiu,Gaming,"The Feiyun Commerce Guild's a longtime client of the Secure Transport Agency. The older brother's the one who usually takes care of business with us, but there was one time when Xingqiu piped up with a question for me. So I start rambling away, giving him all the routes and delivery dates for all their recent orders... Turns out all he wanted to know was when the Wanwen Bookhouse is getting their next delivery in, hahaha...",https://game8.co/games/Genshin-Impact/archives/297531
507,Xingqiu,Ganyu,"You mean the boy in the blue jacket from the Feiyun Commerce Guild? He's nothing like his father and brother, doesn't seem to care about the textile business at all. Seems it's because as far as he's concerned, there are more important things for him to be doing. Of course, I'm merely speculating...",https://game8.co/games/Genshin-Impact/archives/297531
508,Xingqiu,Hu Tao,"I hear master Xingqiu is writing a book? Standard novella, or a ghost story? I think I should go tell him about all the things I run into - that'd make for a really good read!",https://game8.co/games/Genshin-Impact/archives/297531
509,Xingqiu,Keqing,"I've heard his story — he was born into a well-to-do family, but wasn't keen on the family business, so he now devotes his time to being an envoy of justice. I have huge respect for that! Not everyone has the guts to follow their dreams when it means breaking with a long-standing family tradition.",https://game8.co/games/Genshin-Impact/archives/297531
510,Xingqiu,Ningguang,"The second son of the Feiyun Commerce Guild. People like him can't stand the sight of me, which is only to be expected. I have no intention of troubling him either. Those who have different beliefs should not work together.",https://game8.co/games/Genshin-Impact/archives/297531
511,Xingqiu,Shenhe,"I've seen him lean over to you and whisper things in your ear. If he dares threaten you, I will make sure he... Hmm? You mean it's just an in-joke between friends? Genuinely...?",https://game8.co/games/Genshin-Impact/archives/297531
512,Xingqiu,Yanfei,"The Feiyun Commerce Guild is one of my oldest clients. Their approach to business is meticulous and thorough, and every business meeting I've had with them has always been attended by the head of the house himself. Last time, though, I happened to meet their youngest, Xinggiu. To my complete surprise, the lad had no trouble whatsoever keeping up with my train of thought. He was very eloquent, too, and had excellent manners. Mm, definitely not a simpleton.",https://game8.co/games/Genshin-Impact/archives/297531
513,Xingqiu,Yelan,"Of course I remember him— the young master of the Feiyun Commerce Guild. I have dealings with his family all the time. Who knows... maybe one day, he'll be outsmarting everyone around him, too.",https://game8.co/games/Genshin-Impact/archives/297531
514,Xingqiu,Yun Jin,"Oh, so you are also acquainted with Xinggiu? Haha, he is quite the clever one, and with a sharp wit as well. The moment you let your guard down, you're at risk of becoming the butt of one of his practical jokes... Don't say I didn't warn you.",https://game8.co/games/Genshin-Impact/archives/297531
515,Xinyan,Beidou,"She's got a great personality, that one! The guys in the crew love that rock and roll of hers. Me? We have common ground, just... not when it comes to taste in music.",https://game8.co/games/Genshin-Impact/archives/305873
516,Xinyan,Chongyun,"I avoid Xinyan's performances like the plague. That heated atmosphere... Even if you don't intend to get involved, it still... Let's just say that it gets me all hot and bothered.",https://game8.co/games/Genshin-Impact/archives/305873
517,Xinyan,Gaming,"Xinyan's music is fire! No pun intended. Man Chai goes crazy for it - always gets him moshing away like a mad gremlin. I'd love to do a joint show together one day. ""Roaring Beasts: A Rock 'N' Roll Wushou Dance."" Whaddya think, has it got legs?",https://game8.co/games/Genshin-Impact/archives/305873
518,Xinyan,Keqing,"You know what, I think her music rocks. Too noisy by traditional standards, for sure, but I don't care. Good music is good music. And good music should reach the widest possible audience.",https://game8.co/games/Genshin-Impact/archives/305873
519,Xinyan,Qiqi,...Who?,https://game8.co/games/Genshin-Impact/archives/305873
520,Xinyan,Xiangling,"Xinyan always comes to the Wanmin Restaurant for a late-night snack! She gobbles up all the new dishes that the likes of Xingqiu and Chongyun don't go near... and nine out of ten times, she enjoys them too! She's great!",https://game8.co/games/Genshin-Impact/archives/305873
521,Xinyan,Xingqiu,Where does Xinyan perform? Anywhere from Chihu Rock to Yujing Terrace — no spot is untouched by her disruptive presence... A quiet day when I can curl up with a good book is a rare treasure indeed.,https://game8.co/games/Genshin-Impact/archives/305873
522,Xinyan,Yun Jin,"The elders of the troupe are always harping on about rock 'n' roll being a bad influence. Needless to say, they never approve of me going to see Xinyan's shows. ""It's for your own good,"" they say. Hmph, all it's really about is their inability to accept anything new. Whatever, those old fogies can't tell me what to do. I'm going to keep rocking out at Xinyan's gigs, every week, and that's that.",https://game8.co/games/Genshin-Impact/archives/305873
523,Yae Miko,Ayaka,"I have always greatly enjoyed working with Guuji Yae. Organizing festival affairs generally takes a lot of effort and doesn't generate much income, but Guuji Yae's events always come off both elegant and profitable.",https://game8.co/games/Genshin-Impact/archives/327533
524,Yae Miko,Ayato,"Lady Guuji has been kind to us in the Kamisato Clan, but she has never quite taken to me personally. I trust you'll have heard the way she refers to me... ""the Yashiro rascal"" and other such flattering monikers. We run into each other semi-regularly, given the overlap in our work, and despite whatever private thoughts we each may have, our working relationship is quite a harmonious one. I have no great objection to this state of affairs — working with intelligent people always makes things highly efficient. In any case... However objectionable she might find me, she would be forced to admit that without me, she would have no one to help execute her weird and wonderful ideas.",https://game8.co/games/Genshin-Impact/archives/327533
525,Yae Miko,Gorou,"Oh, her... I'd be prefer not to talk about her. Can we change the topic? Or, if there are any tasks I can take off your hand, I'll gladly oblige! Anything at all? ...Ahem, let's just say it'd be best for my general well-being if we can avoid talking about her...",https://game8.co/games/Genshin-Impact/archives/327533
526,Yae Miko,Heizou,"Come to think of it, Lady Guuji's publishing house also publishes murder mysteries, right? So... when can you introduce me? In this day and age, becoming a famous detective requires more than just ability - you need publicity, too. Huh? C'mon, I'm being serious here!",https://game8.co/games/Genshin-Impact/archives/327533
527,Yae Miko,Itto,"I crushed that Kitsune Ramen eating contest we had. Even all that Fried Tofu couldn't stand in my way. She didn't come close to beating me! I was, uh, bedridden for more than a month after that, but you know what? I'd rather lie in bed a winner than walk away a loser! So... Anyway, I had the last laugh, 'cause she had to foot the bill for 32 bowls of noodles! Haha!",https://game8.co/games/Genshin-Impact/archives/327533
528,Yae Miko,Kirara,"Lady Miko is a widely renowned kitsune youkai in Inazuma, so it's natural for young youkai like myself to approach her with reverence. But contrary to my expectations, she was surprisingly amiable. She even came to visit me in person and taught me lots of useful stuff about how to survive in human society! Things like proper human etiquette, ways to approach people, and different fried tofu recipes... Huh? That last one was just for her?",https://game8.co/games/Genshin-Impact/archives/327533
529,Yae Miko,Kokomi,"I have also heard of Guuji Yae's great deeds. In all fairness, I hold her to be an outstanding shrine maiden, and she has performed her duties marvelously. I even heard that she holds responsibility where Yae Publishing House's light novels are concerned. An enigmatic individual to say the least...",https://game8.co/games/Genshin-Impact/archives/327533
530,Yae Miko,Sara,"Guuji Yae's actions often leave me with many questions... Nevertheless, the fact that she is the head shrine maiden of the Grand Narukami Shrine clearly shows the level of trust and approval that the Shogun places in her, and for this reason I also greatly respect her. But... if there ever comes a day when she disobeys the Shogun's will, then please accept my apologies in advance.",https://game8.co/games/Genshin-Impact/archives/327533
531,Yae Miko,Sayu,"She's always patting me on the head... I've never bitten her, though, or even said anything, because I'm frightened of how she'd react if I stood up to her. But what am I gonna do? Because if she keeps on patting my head, I'm gonna get stuck at this height forever!",https://game8.co/games/Genshin-Impact/archives/327533
532,Yae Miko,Shinobu,You can't imagine how boring it is to be a shrine maiden. Even Lady Guuji from the Grand Narukami Shrine has her publishing gig to break up the monotony. I will never go back to being a shrine maiden. Never.,https://game8.co/games/Genshin-Impact/archives/327533
533,Yae Miko,Thoma,"Lady Miko? Wh-What about her? 'sigh' Every time Miss Kamisato sends me out to deliver messages, my least-favorite destination is Grand Narukami Shrine... Oh! N-Not because Lady Miko scares the bejeebers out of me, it's, uh... respect. Yes! She strikes respect deep into my heary, ahahahaha..",https://game8.co/games/Genshin-Impact/archives/327533
534,Yae Miko,Wanderer,"A smooth-talking youkai. Though she pretends to care about humans to gain the favor of her god, all she seeks are entertaining ways to pass her time.",https://game8.co/games/Genshin-Impact/archives/327533
535,Yae Miko,Yoimiya,"Ayaka once asked me during a ritual at the shrine if I could prepare some fireworks for the Lady Guuji's leisure. I thought to myself, ""isn't the Lady Guuji supposed to sit inside the shrine throughout the ritual?"" So I watched her the whole time during the ritual, wondering how she'd like to release the fireworks. I waited, and I waited, and then Ayaka came over at length to tell me that the Lady Guuji was most pleased. I mean, what? She'd already released the fireworks? Was the person sitting inside the shrine not her, then?",https://game8.co/games/Genshin-Impact/archives/327533
536,Yanfei,Eula,"Encounter: This one's a long story... We ended up saving her life once when we were tracking down a batch of dangerous cargo that belonged to the Abyss Order. The Abyss Order had packed it up like regular cargo and wanted it shipped from Dornman Port to Liyue Harbor. She was acting as a consultant for the merchant vessel, where she discovered something in the cargo - and then began to investigate, putting herself in grave danger. Had we arrived just a few minutes later, it's likely she wouldn't have been so fortunate. Assessment: We've kept in touch ever since. I like how smart she is. She knows the rules, but she also knows how to be flexible and act according to the situation. A few of the Knights would do well to take a leaf out of her book...  Also, with her smarts, maybe she could help me track someone down that I've been looking for... She does owe me a favor from last time, after all.",https://game8.co/games/Genshin-Impact/archives/328765
537,Yanfei,Ganyu,"Ah, Yanfei... Even back when she was an innocent little girl, she would tell me that ""you have to keep your promises to live a happy life."" Now, she's grown up to be a beautiful, graceful, and highly successful young woman. Although the work of a legal adviser is complicated, she always seems so carefree. This puts my mind at ease.",https://game8.co/games/Genshin-Impact/archives/328765
538,Yanfei,Keqing,"The way I see it, the law is a summary of things done the right way in the past. However, it should also be continuously adapted and improved to match the needs of the present. Given that Liyue is about to undergo a radical transformation, legal talent is in great demand. With an assistant like Yanfei, I could spare myself a great deal of trouble.",https://game8.co/games/Genshin-Impact/archives/328765
539,Yanfei,Ningguang,"Yanfei? I suppose you could say she's a dear rival of mine... Were she not so deft at explaining the meanders of the law and providing her clients will all sorts of cunning suggestions, it would take me many more months to identify existing loopholes in the legal codices and tighten them one by one.",https://game8.co/games/Genshin-Impact/archives/328765
540,Yanfei,Shinobu,"Back then I had an argument with my family and I only wanted to run away as far as I could. So, I went to study law in Liyue, but thanks to this experience, I got to meet Yanfei. She's like a walking law encyclopedia. Huh? Me? I have a certificate but there are a lot of restrictions for practicing law... It's not really the right field for me.",https://game8.co/games/Genshin-Impact/archives/328765
541,Yanfei,Yaoyao,"Yanfei takes that huge legal codex everywhere, even when she comes to pay Master a visit on her days off. She's incredible! I don't know how she carries that heavy thing around all the time, and I can't imagine how much hard work it must be to read it...",https://game8.co/games/Genshin-Impact/archives/328765
542,Yanfei,Yelan,"I like Yanfei a lot. And I'm not talking about our friendship — as a high-profile legal consultant, important intel in Liyue Harbor is constantly flowing in her direction. Whenever I help her out, I always get some invaluable leads in return. I gotta say though, sometimes I think she respects me a little too much.",https://game8.co/games/Genshin-Impact/archives/328765
543,Yanfei,Zhongli,"Despite never having signed a contract with me, she upholds order within many strata of Liyue society in her own way, dispelling misconceptions and correcting biases... Should her father one day return from his travels, I imagine that he would be even more delighted than I.",https://game8.co/games/Genshin-Impact/archives/328765
544,Yaoyao,Baizhu,"Every time she comes to play with Qiqi, she complains about the taste of medicine and asks me if I have anything that isn't bitter. If the medicine will save someone's life, who cares how bitter it tastes, hmm?",https://game8.co/games/Genshin-Impact/archives/314174
545,Yaoyao,Beidou,"Yaoyao always comes on board to play when we’re in the harbor. Trouble is, when it’s time for her to go she gives you the puppy eyes, and no-one has the heart to send her away… Means we’re always cutting it quite close by the time we manage to set sail.",https://game8.co/games/Genshin-Impact/archives/314174
546,Yaoyao,Ganyu,"Yaoyao.... Someone I know at the Ministry of Civil Affairs tasked me with keeping an eye on her in the city, making sure she doesn't try and sneak about the Crux... Oh, you want to know what the Ministry of Civil Affairs does? ... Who knows, am I right!? Heh... Who knows that they do? ... Not me...",https://game8.co/games/Genshin-Impact/archives/314174
547,Yaoyao,Ningguang,"I presume you mean the girl whom Ganyu has taken under her wing. Do not worry, I have no plans to make this matter public. I am content to extend some leniency to the odd bit of mischievous maneuvering by that boat captain. One thing, though - Yaoyao seems to have become somewhat enamored with seafood lately. You should try to convince her to include some more fruits and vegetables in her diet.",https://game8.co/games/Genshin-Impact/archives/314174
548,Yaoyao,Qiqi,Cute. Like a nice little finch.,https://game8.co/games/Genshin-Impact/archives/314174
549,Yaoyao,Xiangling,"Hee-hee, I'm proud to call her a fellow chef! She hasn't swung by the Wanmin Restaurant in ages, though. Maybe our teacher is trying to protect her from me or something... Last time we hung out I was about to dig into some fresh raw octopus from the Sea of Clouds, but not only did she stop me from eating it, she sent our teacher to tell me off too! Hmm... I'm older, so I'd always seen myself as the senior chef out of the two of us, but sometimes, I'm really not so sure...",https://game8.co/games/Genshin-Impact/archives/314174
550,Yaoyao,Xianyun,Currently UnavailableUnlock Requirements: Reach Friendship Level 4 with Xianyun,https://game8.co/games/Genshin-Impact/archives/314174
551,Yelan,Chongyun,"I met her once, back I'd just become an exorcist. I'd taken a commission to perform an exorcism in someone's home, and was just leaving at the end when I ran into her. She wrote my name down in a booklet — I guess she just wanted to confirm I wasn't doing anything suspicious.. Anyway, it was just that one time, I never saw her again after that.Now that I think about it, it's probably because the sight of me meditating motionless must be pretty boring to watch. Not exactly suspicious.",https://game8.co/games/Genshin-Impact/archives/372781
552,Yelan,Ganyu,"Even though Ms. Yelan is absent from work for the majority of the year, I'm sure Lady Ningguang must have her reasons for making exceptions for her. Of course, it wouldn't be my place to ask, so I don't know the details of their arrangement. I remember seeing her one day on my way back to Yuehai Pavilion, she was having breakfast with a group of people — they were all talking and laughing, eating, drinking tea... I must admit, I found myself feeling a little envious in that moment.",https://game8.co/games/Genshin-Impact/archives/372781
553,Yelan,Keqing,"Ms. Yelan's ancestors used to serve the Qixing. My grandfather and her family had academic collaborations in the past. All in all, she's reliable, efficient, and provides important intel to the Ministry of Civil Affairs. I can't say for sure how Ms. Yelan actually gets her intel, however...",https://game8.co/games/Genshin-Impact/archives/372781
554,Yelan,Ningguang,"She's a very interesting character. I can say with the utmost confidence that she is someone I trust unreservedly. She handles herself impeccably, which means she stays beyond reproach. Hehe, since you both have high intelligence in common, hopefully you will get along very well.",https://game8.co/games/Genshin-Impact/archives/372781
555,Yelan,Xiangling,"Yelan? Of course, I remember her! When I first met her I was certain she'd be the kind of gal who'd prefer lighter dishes... turned out that she can handle the most spice out of all my customers! Apparently, my dishes weren't spicy enough for her, because she started taking bites of raw Jueyun Chilies! Truly amazing.",https://game8.co/games/Genshin-Impact/archives/372781
556,Yelan,Xiao,"I've heard that she once investigated The Chasm, following the trail of the Millelith. If she can investigate mysteries like that on her own, she must be someone of rare skill.",https://game8.co/games/Genshin-Impact/archives/372781
557,Yelan,Xingqiu,"Have you heard the expression ""same person, different face""? Ms. Yelan gives me precisely this feeling. When she came to visit my family, my father and brother treated her with respect, and she was pleasant and polite in return. She seemed like a kind and mature young lady to me. But when I saw her elesewhere, she gave me a completely different impression.",https://game8.co/games/Genshin-Impact/archives/372781
558,Yelan,Yanfei,"Yelan is an employee of the Ministry of Civil Affairs — she once helped me crack a tough accounting fraud case. I treated her to dinner afterward. The only thing is... I feel like she's able to read my mind at any given moment when talking to her... Yes, in the future, I need to make absolutely sure I don't get on the wrong side of her.",https://game8.co/games/Genshin-Impact/archives/372781
559,Yoimiya,Ayaka,"The Yashiro Commission and the shrine maidens are responsible for festival affairs, and Yoimiya, as a fireworks expert, knows how to create and atmosphere. So we have become well acquainted with her over the years. Hmm? Public order and fire prevention? We factor these concerns in well in advance during the planning stage. To deny people the chance to see fireworks simply for these reasons would leave them feeling very disappointed.",https://game8.co/games/Genshin-Impact/archives/333497
560,Yoimiya,Ayato,"Ah, the fireworks store owner. Yes, a most... spirited young lady. The Kamisato Clan is on rather close terms with her. She is around the same age as Ayaka, and the two get along very well. I trust her direct and outspoken disposition won't lead Ayaka astray. Ayaka has always been staunchily true to herself, ever since she was a young child.",https://game8.co/games/Genshin-Impact/archives/333497
561,Yoimiya,Itto,"Hmph, she's always showing off her fancy fireworks and toys to the kids. Well, I'm sick of it! Nobody steals my thunder! I'm the one that's supposed to be adored by the kids! Me! That goes for you too, you're siding with me on this, okay... Huh? Whaddya mean, you're not a kid? Eh, details. If you're shorter than me, you're a kid as far I'm concerned.",https://game8.co/games/Genshin-Impact/archives/333497
562,Yoimiya,Kazuha,"The last time she commissioned Captain Beidou to ship fireworks to Liyue, I unloaded the shipment myself. They were so heavy! I doubt that anyone besides her could make such huge fireworks.",https://game8.co/games/Genshin-Impact/archives/333497
563,Yoimiya,Sara,"As long as she's not setting off fireworks in my camp, I will cause her no trouble. Heh, yes I know — all else aside, her fireworks are spectacular and brilliant, and she deserves all the praise she gets. The issue for me is that fireworks are fleeting in nature. After one brief moment of dazzling light, all that remains is the pitch-black night sky, the same as before. So I often have to caution myself not to become too captivated by this illusory spectacle. It is transient, but Inazuma is eternal, and my mission is to protect Inazuma.",https://game8.co/games/Genshin-Impact/archives/333497
564,Yoimiya,Sayu,"Every time she sees me she says, ""Hey, little tanuki! Let's go hang out at the festival."" Firstly, I'm not a tanuki. Secondly, I don't wanna go to a festival. Thirdly, she says she wants to hang out — but really, she just wants me to do a ninjutsu performance during the fireworks show. That's not even related to my work for the Shuumatsuban!",https://game8.co/games/Genshin-Impact/archives/333497
565,Yoimiya,Thoma,"Of Naganohara Fireworks fame? She's so easy to get along with. Super straightforward, just says whatever she thinks. Oh, and Naganohara fireworks are just incredible, you should take every chance you get to see them in action. Ah, on that note — here, have a coupon!",https://game8.co/games/Genshin-Impact/archives/333497
